,districtText,furnishingCode,value,floorArea,bedrooms,bathrooms,pricePerSqFt,hasFloorplans,latitude,longitude
309, Bedok  /  Upper  East  Coast ,PART,580000,1302,3,2,445.46851,TRUE,1.32971876,103.9303566
310, Hougang  /  Punggol  /  Sengkang ,PART,370000,990,3,2,373.7373737,TRUE,1.398698721,103.916413
311, Sembawang  /  Yishun ,UNKNOWN,310000,796,2,2,389.4472362,TRUE,1.422222469,103.8336865
312, Tanglin  /  Holland  /  Bukit  Timah ,PART,880000,990,3,2,888.8888889,TRUE,1.30984,103.792504
313, Alexandra  /  Commonwealth ,PART,650000,1022,3,2,636.0078278,TRUE,1.294174535,103.8122327
314, Bedok  /  Upper  East  Coast ,PART,620000,1259,3,2,492.4543288,FALSE,1.332168538,103.9405326
315, Hougang  /  Punggol  /  Sengkang ,PART,440000,1184,3,2,371.6216216,FALSE,1.398232733,103.9089018
316, Admiralty  /  Woodlands ,PART,400000,1270,3,2,314.9606299,FALSE,1.435736051,103.7943098
317, Pasir  Ris  /  Tampines ,PART,600000,1625,4,2,369.2307692,TRUE,1.364393755,103.9576272
318, Hougang  /  Punggol  /  Sengkang ,UNFUR,450000,1184,3,2,380.0675676,FALSE,1.396744733,103.9096575
319, Boon  Lay  /  Jurong  /  Tuas ,PART,435000,979,3,2,444.3309499,TRUE,1.343467637,103.7002969
320, Boon  Lay  /  Jurong  /  Tuas ,PART,400000,914,3,2,437.6367615,TRUE,1.335587214,103.6985338
321, Boon  Lay  /  Jurong  /  Tuas ,PART,395000,990,3,2,398.989899,TRUE,1.350206296,103.7201347
322, Sembawang  /  Yishun ,UNFUR,295000,904,3,2,326.3274336,FALSE,1.429594235,103.8484028
323, Admiralty  /  Woodlands ,PART,395000,1140,3,2,346.4912281,TRUE,1.43456591,103.7914928
324, Admiralty  /  Woodlands ,PART,375000,990,3,2,378.7878788,TRUE,1.443381911,103.8069338
325, Admiralty  /  Woodlands ,PART,355000,1097,3,2,323.609845,FALSE,1.445434605,103.7940912
326, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,628000,1517,3,2,413.9749506,TRUE,1.374290869,103.8707656
327, Bedok  /  Upper  East  Coast ,PART,640000,1323,3,2,483.7490552,TRUE,1.318484375,103.9438005
328, Boon  Lay  /  Jurong  /  Tuas ,FULL,346000,1119,3,2,309.204647,FALSE,1.346130083,103.6979049
329, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,868000,1259,3,2,689.4360604,TRUE,1.3721095,103.8526723
330, Harbourfront  /  Telok  Blangah ,PART,490000,883,3,2,554.9263873,TRUE,1.273417394,103.8226595
331, Hougang  /  Punggol  /  Sengkang ,PART,500000,1334,4,2,374.8125937,TRUE,1.374748941,103.8763067
332, Seletar  /  Yio  Chu  Kang ,UNFUR,485000,1227,3,2,395.2730236,TRUE,1.389908479,103.8785451
333, Admiralty  /  Woodlands ,UNKNOWN,370000,1097,3,2,337.2835005,TRUE,1.442318482,103.795795
334, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,865000,1205,3,2,717.8423237,TRUE,1.371353,103.854091
335, Admiralty  /  Woodlands ,UNKNOWN,625000,1582,4,2,395.0695322,TRUE,1.432579737,103.7892398
336, Sembawang  /  Yishun ,UNKNOWN,395000,1302,4,2,303.3794163,TRUE,1.428955777,103.8433314
337, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,PART,310000,721,2,2,429.9583911,TRUE,1.305063417,103.7609929
338, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,PART,535000,1194,3,2,448.0737018,TRUE,1.30388186,103.769625
339, Admiralty  /  Woodlands ,FULL,450000,1184,3,2,380.0675676,TRUE,1.443381911,103.8069338
340, Admiralty  /  Woodlands ,PART,360000,1098,3,2,327.8688525,FALSE,1.435101352,103.7965386
341, Sembawang  /  Yishun ,PART,460000,1324,3,2,347.4320242,FALSE,1.425546785,103.8472974
342, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,438000,1367,4,2,320.4096562,FALSE,1.392713407,103.7497554
343, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,400000,1011,3,2,395.6478734,FALSE,1.349021329,103.754636
344, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,388000,1065,3,2,364.3192488,FALSE,1.349357795,103.7572484
345, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,265000,721,2,2,367.5450763,FALSE,1.350621056,103.7574612
346, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,372000,1162,3,2,320.1376936,FALSE,1.380420447,103.739969
347, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,325000,1076,3,2,302.0446097,FALSE,1.379637359,103.7378264
348, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,398000,1291,3,2,308.2881487,FALSE,1.3785959,103.7372964
349, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,455000,947,3,2,480.4646251,FALSE,1.365469322,103.8425684
350, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,528000,1550,4,2,340.6451613,FALSE,1.403383081,103.7448718
351, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,370000,980,3,2,377.5510204,FALSE,1.370416,103.898324
352, Sembawang  /  Yishun ,UNFUR,370000,1184,3,2,312.5,TRUE,1.456016859,103.8152559
353, Admiralty  /  Woodlands ,UNKNOWN,380000,1022,3,2,371.8199609,TRUE,1.433632069,103.7967613
354, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,580000,1518,4,2,382.0816864,TRUE,1.401073985,103.7492814
355, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,420000,1302,3,2,322.5806452,TRUE,1.3785959,103.7372964
356, Admiralty  /  Woodlands ,UNKNOWN,438000,1184,3,2,369.9324324,TRUE,1.430661877,103.796928
357, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,525000,1528,4,2,343.5863874,TRUE,1.377380171,103.7406669
358, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,350000,1184,3,2,295.6081081,TRUE,1.404441594,103.7478281
359, Admiralty  /  Woodlands ,UNKNOWN,430000,1313,3,2,327.4942879,TRUE,1.44529436,103.7997778
360, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,300000,731,2,2,410.3967168,TRUE,1.344078979,103.7352068
361, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,440000,979,3,2,449.4382022,TRUE,1.401025969,103.9138077
362, Hougang  /  Punggol  /  Sengkang ,FULL,520000,1001,3,2,519.4805195,TRUE,1.404717454,103.9051966
363, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,480000,1022,3,2,469.667319,FALSE,1.405529653,103.9063954
364, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,830000,1205,3,2,688.7966805,TRUE,1.371803482,103.8535492
365, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,720000,968,3,2,743.8016529,TRUE,1.371803482,103.8535492
366, Sembawang  /  Yishun ,FULL,458888,1206,4,2,380.5041459,TRUE,1.433612437,103.827026
367, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,570000,1302,3,2,437.7880184,TRUE,1.377893985,103.8405047
368,D03,UNKNOWN,1750000,1700,2,2,1029.411765,TRUE, Partially  Furnished ,1.283726939
369, Sembawang  /  Yishun ,UNKNOWN,397000,1302,4,2,304.9155146,TRUE,1.428955777,103.8433314
370, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,460000,968,3,2,475.2066116,TRUE,1.393711327,103.8940049
371, Harbourfront  /  Telok  Blangah ,PART,325000,635,2,1,511.8110236,TRUE,1.278087934,103.8269518
372, Seletar  /  Yio  Chu  Kang ,UNKNOWN,488000,1022,3,2,477.4951076,TRUE,1.393061,103.875741
373, Sembawang  /  Yishun ,FULL,340000,925,3,2,367.5675676,TRUE,1.45673849,103.8160092
374, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,710000,1614,3,3,439.9008674,TRUE,1.372937937,103.899207
375, Sembawang  /  Yishun ,UNKNOWN,360000,1001,3,2,359.6403596,TRUE,1.45097836,103.8236564
376, Admiralty  /  Woodlands ,UNKNOWN,340000,979,3,2,347.2931563,TRUE,1.437241456,103.7812798
377, Admiralty  /  Woodlands ,PART,360000,1097,3,2,328.1677302,TRUE,1.444375186,103.8002991
378, Admiralty  /  Woodlands ,UNKNOWN,435000,1302,3,2,334.1013825,TRUE,1.440755913,103.7972443
379, Admiralty  /  Woodlands ,PART,418000,1130,3,2,369.9115044,TRUE,1.44013198,103.80358
380, Admiralty  /  Woodlands ,PART,568000,1550,3,3,366.4516129,TRUE,1.437698518,103.8004733
381, Admiralty  /  Woodlands ,UNKNOWN,410000,1313,3,2,312.2619954,TRUE,1.445675677,103.7949678
382, Admiralty  /  Woodlands ,PART,370000,1076,3,2,343.866171,TRUE,1.445045966,103.8012892
383, Admiralty  /  Woodlands ,PART,430000,1184,3,2,363.1756757,TRUE,1.430661877,103.796928
384, Admiralty  /  Woodlands ,UNKNOWN,440000,1270,3,2,346.4566929,TRUE,1.43602662,103.7913127
385, Sembawang  /  Yishun ,PART,409000,1108,3,2,369.133574,TRUE,1.446067286,103.8205424
386, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,350000,1087,3,2,321.9871205,TRUE,1.38366815,103.7718135
387, Admiralty  /  Woodlands ,UNFUR,508000,1410,4,2,360.2836879,TRUE,1.430031342,103.7962595
388, Sembawang  /  Yishun ,PART,363000,968,3,2,375,TRUE,1.456597156,103.8167657
389, Sembawang  /  Yishun ,PART,409000,1184,3,2,345.4391892,TRUE,1.456235798,103.8178342
390, Hougang  /  Punggol  /  Sengkang ,PART,420000,1184,3,2,354.7297297,TRUE,1.386163554,103.9059027
391, Tanglin  /  Holland  /  Bukit  Timah ,PART,300000,700,2,2,428.5714286,TRUE,1.312311484,103.7870634
392, Balestier  /  Toa  Payoh ,UNKNOWN,888000,1334,4,2,665.6671664,FALSE,1.330950554,103.8422773
393, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,450000,991,3,2,454.086781,TRUE,1.402966,103.910372
394, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,450000,1195,3,2,376.5690377,TRUE,1.399067294,103.9153465
395, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,498999,1184,3,2,421.4518581,TRUE,1.34155016,103.6978476
396, Hougang  /  Punggol  /  Sengkang ,PART,418000,1087,3,2,384.5446182,FALSE,1.389002016,103.9015769
397, Sembawang  /  Yishun ,UNKNOWN,400000,1000,3,2,400,TRUE,1.429336994,103.8325815
398, Sembawang  /  Yishun ,UNKNOWN,310000,796,2,2,389.4472362,TRUE,1.422222469,103.8336865
399, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,518000,1410,3,2,367.3758865,TRUE,1.395879122,103.9036318
400, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,350000,1119,3,2,312.7792672,TRUE,1.381822218,103.7421112
401, Hougang  /  Punggol  /  Sengkang ,FULL,628000,1623,3,3,386.9377696,TRUE,1.350895,103.886549
402, Hougang  /  Punggol  /  Sengkang ,FULL,628000,1625,3,3,386.4615385,TRUE,1.350895,103.886549
403, Alexandra  /  Commonwealth ,PART,780000,969,3,2,804.9535604,TRUE,1.301960652,103.7983107
404, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,499000,1184,3,2,421.4527027,TRUE,1.386660984,103.7602004
405, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,499999,947,3,2,527.9820486,TRUE,1.366185046,103.847725
406, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,350000,990,3,2,353.5353535,FALSE,1.376629002,103.7366912
407,D23,UNKNOWN,355000,104,3,2,3413.461538,FALSE, Fully  Furnished ,1.380550799
408, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,363000,990,3,2,366.6666667,FALSE,1.34463252,103.7588132
409, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,435000,979,3,2,444.3309499,FALSE,1.335787028,103.7055324
410, Boon  Lay  /  Jurong  /  Tuas ,FULL,525000,1087,3,3,482.9806808,TRUE,1.341928251,103.7449905
411, Hougang  /  Punggol  /  Sengkang ,FULL,440000,1087,3,2,404.7838086,FALSE,1.391415853,103.8984709
412, Hougang  /  Punggol  /  Sengkang ,FULL,418000,1001,3,2,417.5824176,TRUE,1.385027106,103.8979905
413, Hougang  /  Punggol  /  Sengkang ,FULL,530000,1184,3,2,447.6351351,TRUE,1.388200192,103.8947107
414, Sembawang  /  Yishun ,UNKNOWN,480000,1474,3,2,325.6445047,FALSE,1.449223615,103.813446
415, Hougang  /  Punggol  /  Sengkang ,FULL,680000,1572,4,2,432.5699746,TRUE,1.352,103.883314
416, Hougang  /  Punggol  /  Sengkang ,FULL,385000,1076,3,2,357.8066914,TRUE,1.389726141,103.9061668
417, Hougang  /  Punggol  /  Sengkang ,FULL,360000,968,3,2,371.9008264,TRUE,1.396231436,103.8984755
418, Boon  Lay  /  Jurong  /  Tuas ,PART,438000,925,3,2,473.5135135,TRUE,1.341493073,103.7035763
419, Hougang  /  Punggol  /  Sengkang ,FULL,408000,1076,3,2,379.1821561,TRUE,1.377504479,103.8883897
420, Seletar  /  Yio  Chu  Kang ,PART,360000,731,2,2,492.4760602,TRUE,1.391006822,103.8752203
421, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,620000,1001,3,2,619.3806194,FALSE,1.40602403,103.9064991
422, Boon  Lay  /  Jurong  /  Tuas ,FULL,630000,1560,4,2,403.8461538,FALSE,1.342832407,103.6948885
423, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,450000,1001,3,1,449.5504496,FALSE,1.387990738,103.7712765
424, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,350000,1108,3,2,315.8844765,FALSE,1.383195447,103.7716344
425, Boon  Lay  /  Jurong  /  Tuas ,FULL,380000,1022,3,2,371.8199609,FALSE,1.342475585,103.741867
426, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,488000,1184,3,2,412.1621622,FALSE,1.338440443,103.6980448
427, Sembawang  /  Yishun ,UNKNOWN,295000,764,2,2,386.1256545,FALSE,1.435033512,103.8312039
428, Boon  Lay  /  Jurong  /  Tuas ,FULL,278000,731,2,1,380.3009576,FALSE,1.3495481,103.7129863
429, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,303000,732,2,2,413.9344262,TRUE,1.374025794,103.8555678
430, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,670000,1420,3,2,471.8309859,TRUE,1.3428768,103.7041476
431, Sembawang  /  Yishun ,PART,318888,904,3,2,352.7522124,TRUE,1.426939073,103.8486432
432, Sembawang  /  Yishun ,UNKNOWN,390000,1119,3,2,348.5254692,FALSE,1.4117043,103.8332734
433, Pasir  Ris  /  Tampines ,UNFUR,518000,1323,4,2,391.5343915,TRUE,1.367040872,103.9519765
434, Hougang  /  Punggol  /  Sengkang ,PART,368000,861,2,2,427.4099884,FALSE,1.352273481,103.8858969
435, Hougang  /  Punggol  /  Sengkang ,FULL,280000,688,2,2,406.9767442,FALSE,1.370590465,103.8724334
436, Balestier  /  Toa  Payoh ,FULL,310000,699,2,1,443.490701,FALSE,1.320065,103.869493
437,D21,UNFUR,950000,1570,4,3,605.0955414,FALSE,1.337902768,103.7727587
438,D21,UNFUR,950000,1571,4,3,604.7103756,FALSE,1.337902768,103.7727587
439, Sembawang  /  Yishun ,UNKNOWN,398000,1119,3,2,355.6747096,TRUE,1.4117043,103.8332734
440, Sembawang  /  Yishun ,FULL,400000,989,3,2,404.4489383,TRUE,1.429336994,103.8325815
441, Beach  Road  /  Bugis  /  Rochor ,UNKNOWN,900000,1377,4,2,653.5947712,TRUE,1.3009437,103.854009
442, Beach  Road  /  Bugis  /  Rochor ,UNKNOWN,400000,732,2,1,546.4480874,TRUE,1.303426013,103.8644117
443, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,440000,979,3,2,449.4382022,TRUE,1.401025969,103.9138077
444, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,350000,1184,3,2,295.6081081,TRUE,1.404441594,103.7478281
445, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,865000,1205,3,2,717.8423237,TRUE,1.371353,103.854091
446, Admiralty  /  Woodlands ,UNKNOWN,430000,1313,3,2,327.4942879,TRUE,1.44529436,103.7997778
447, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,420000,1302,3,2,322.5806452,TRUE,1.3785959,103.7372964
448, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,525000,1528,4,2,343.5863874,TRUE,1.377380171,103.7406669
449, Boon  Lay  /  Jurong  /  Tuas ,PART,433000,1097,3,2,394.7128532,FALSE,1.340375934,103.7196361
450, Boon  Lay  /  Jurong  /  Tuas ,FULL,385000,979,3,2,393.258427,FALSE,1.343475668,103.6992467
451, Balestier  /  Toa  Payoh ,UNFUR,285000,646,2,1,441.1764706,TRUE,1.338868273,103.8495394
452, Hougang  /  Punggol  /  Sengkang ,UNFUR,465000,1184,3,2,392.7364865,TRUE,1.381358736,103.8796677
453, Boon  Lay  /  Jurong  /  Tuas ,FULL,369000,980,3,2,376.5306122,TRUE,1.345101128,103.7019437
454, Macpherson  /  Potong  Pasir ,FULL,265000,602,2,1,440.1993355,FALSE,1.324930414,103.8874632
455, Seletar  /  Yio  Chu  Kang ,PART,448000,1033,3,2,433.6882865,TRUE,1.390177053,103.8770593
